f1,f2,f3,f4,f5,target
-238.94329203768137,146.30552529422823,936.6787286665917,697.5247445957561,-687.9336866625803,1
-188.68122283423418,279.976975440308,1385.8457824987295,-91.31265386139029,-688.0612072591166,0
-259.8669389313464,1778.2247711612283,454.2668131730361,-171.0398488906145,-688.0623632393407,0
-254.88162278215907,-32.95671529474191,-186.10853717390705,806.800749526894,-687.8608957015267,0
-255.75954773938878,683.3239955262035,493.2423347762321,1124.7332383910543,-687.9315567811277,0
-216.63221485222942,806.6030560770656,494.4361871813902,452.93451501989114,-687.9530162835849,0
-322.4308905771759,1501.198812317887,156.4210447371462,1031.2492058007438,-687.9098670233383,0
-248.24484974682105,1107.1974054661334,409.7389393410538,5.184833964775976,-687.9467447013272,0
-217.5649427820687,683.8556090111892,152.86930116967193,56.90539230119512,-687.8894631106651,0
-196.17391684265158,1070.9860081677011,754.6449506406709,-51.40346781371554,-687.8952539952728,0
-230.12508813568954,568.8241384121757,-429.847922343077,-284.78612112317245,-688.0142133869462,0
-207.12696343601044,1628.7455756376412,244.22894588567246,36.197790443810476,-687.9425875642663,0
-250.46196684532808,1337.452625466847,202.39383682925637,572.2112618046737,-687.981127149417,0
-218.73391011683262,774.4806881587747,157.44054216862253,952.647808524403,-687.8807512888944,0
-318.4609880118891,692.1721437437061,1066.4493445120947,-275.3422482188341,-687.9034164289386,0
-225.77877291832925,573.9675157819939,459.57936049990633,-628.2021969744567,-687.8264867330516,0
-262.56929441042007,1277.9126175550978,770.9085543605211,733.6552916436711,-687.9960612437161,0
-243.23779222370086,1163.3000409140334,900.2586793380481,653.2660294043919,-687.999453012884,0
-275.9541409966184,1538.467502863151,-554.550083863255,817.4512895904588,-687.9859825688509,0
-251.091732900586,581.8380380818953,439.8901408549038,699.3935503118598,-687.9034022109803,0
-232.35067104610397,943.0542933235924,-258.81710261322803,-136.10182709731532,-687.9891279999439,0
-233.6701804131404,934.0520120463705,955.7400368020405,384.39121026057205,-687.9585369094723,0
-165.14753065677152,1091.6940594383886,248.01678281862493,931.9702562976631,-687.8703490216324,0
-182.4723804092344,849.4711342651786,952.1424468633595,-376.53226022876913,-687.9023908505644,0
-256.8642943167614,266.756601873631,980.2880856317963,-517.6521277284119,-688.1098993718001,0
-237.25821756197823,1169.0321288551354,949.2497936294135,490.3789247057523,-687.8490921715418,0
-224.52797821516003,839.4631789488263,427.18232572685713,85.8447091107622,-687.9399825073422,0
-292.27814384460623,1061.107227638125,420.78113020700357,306.1878646506043,-687.9412717433206,0
-343.34430949848394,479.2872881510693,409.6735515783826,175.40141456950812,-687.9427594481648,0
-239.52441621841737,1611.59074884617,620.2171241717832,73.67827177690398,-688.0857695680011,0
-302.5011950977193,1152.2383014373806,994.2112906780419,806.1306015476966,-688.0264244012048,1
-262.37225109370155,1014.9310702166364,1487.687344187925,242.68516846561843,-687.843351473991,0
-244.5135740913709,1441.57705341167,977.2778068988471,262.91877326659306,-688.0412362670775,0
-261.0617884000326,1598.856564923754,902.9004678628651,26.03294171387074,-687.9890593156986,0
-316.15544803780324,1577.917320820759,907.0196637458848,143.17371124175082,-687.9473190341838,0
-332.7385395589662,673.4648813039734,1131.2107040548751,585.0104086717542,-687.9372721411994,0
-251.47448563695662,1274.443090566391,323.2953303472675,-460.20670039687207,-687.9631961307904,0
-235.7264094954987,1427.2600733516,-256.6099966251861,148.7692279429648,-687.9685136325484,0
-292.42536027237156,1129.841410087964,837.6718994287094,82.49877048063101,-687.8045824355446,0
-262.9562709561284,692.2143165270104,226.15220963851002,-124.79039877116725,-688.0057353932892,0
-304.96980825158994,811.7198870636773,492.7248851349584,-704.3486789501711,-687.9705639963362,0
-249.33175119737504,1142.4479937270562,1066.3054199107203,533.5864868737831,-688.0104552895473,0
-278.67474499839966,1172.8525931640838,190.34796545405067,-287.7421319694516,-687.7800320232732,0
-262.6307944034338,607.9818555692336,-632.0771444981747,533.6053779801697,-688.0387394821115,0
-249.8410686532714,1355.1051540758185,-22.146390239223592,228.7110976204207,-687.8454656733956,0
-343.5132508615375,521.8098860404762,11.71694172927647,123.49282939798576,-687.9663965604306,0
-290.91818590545836,594.9380706286677,77.37539839640027,58.761568524791954,-687.9459271622061,0
-216.60108533404835,1395.7167302132789,790.8050142904706,-147.88698317230256,-687.9629727318712,0
-161.43255122390792,1376.6079227648456,243.73560418604856,822.1934036479419,-687.9925805300652,0
-276.11147662123165,1555.1512015182857,-190.83676138313626,-558.5905217693573,-687.8902885019797,0
-249.87610583581684,961.0831125105153,283.2764639093223,103.11640683527958,-687.9979700710272,0
-274.5131025565148,722.5523309274855,257.2622642139612,-129.9586174412966,-688.0046691696555,0
-345.24743616192666,1222.0962573808865,659.1145181143804,163.7795170588811,-687.9444573151319,0
-240.6087756385772,562.3260125890689,197.69773251260904,405.99246261809446,-687.9467519942258,0
-173.9081009502296,1660.0105608896592,930.4939538169831,-103.5545300780363,-688.0061610357282,0
-288.68636981089804,1032.4592886983746,-906.4895386070348,16.170658525641244,-687.9863205395876,0
-308.3694609403828,1275.0664405723098,-105.58298067212877,303.0704731524679,-687.748511095206,0
-311.63770601573026,831.8512057718281,260.2578148051784,-40.44975952305282,-687.9042187909808,0
-209.222807374076,1262.8427751777044,102.31834239719473,1158.6428880583012,-688.0989370055925,0
-289.83900212663536,980.9251581903396,508.6848431956347,390.0855424101727,-687.8411298699309,0
-255.43687964535002,954.6963752231085,166.72985726068674,429.6960799305315,-687.9872256186204,0
-262.9448515574908,1155.9812274901485,981.4483471631075,-674.8451358642375,-687.9349576887545,0
-261.10358152505853,1345.2664169397083,338.926583085555,711.209120472076,-688.0147682094777,0
-334.97970905539074,1393.9659741203798,42.21540250007661,-426.85393194754295,-687.9614838256272,1
-259.93427888486985,1286.9484262334472,910.1932935304139,235.0853130574188,-688.0308045408199,0
-240.10509894249,978.8011333096028,748.4562208576298,-148.21584282850893,-687.9935272823559,0
-231.7215723027629,1485.642422441679,946.9488876026032,229.72715667734153,-688.0002235226677,0
-235.69998045007958,390.25124159090535,55.487163992364856,793.6492983830539,-687.9317830894288,0
-264.0178598716089,1289.7744501001896,1107.4753655476045,21.693184234825054,-687.9956075954623,1
-271.74868726403867,1352.8696877489115,950.7666073828702,744.7236848315273,-687.8851084416045,0
-312.4371926962734,1033.0246008992717,-65.20481780071361,-5.274922038157939,-687.9495921150117,0
-219.42774731171852,484.1820048137892,-698.3719471033855,268.6233819152826,-687.7592997506257,0
-258.56492832561764,923.40251683113,1355.0696928908458,430.4647544286471,-687.9460319428918,0
-234.25662058058313,1018.6360128921765,-105.8893304555404,-332.52957849779114,-687.8175301677568,0
-243.98929667481863,948.310575004487,418.8740515947055,505.8267656898027,-687.7673701660675,0
-231.1722652439345,625.9848599174959,397.2874546770384,620.3411796953175,-688.0075648566665,0
-218.79904588529237,-185.5411732493767,349.04809789961723,445.42089957024257,-687.8649846209511,0
-281.767619775008,197.57466189810214,333.6203011769012,-247.2031609560048,-687.9741872910688,0
-251.17052746790586,283.5772248708713,866.207438678241,135.22032729156885,-687.8795791459646,0
-320.45325855085036,425.00367632918716,722.3225379468705,-118.3172370557001,-687.9753799181135,0
-250.8934129367681,975.5513772867934,125.20477725595805,256.2824577346791,-688.0229348264066,0
-225.5064904374235,847.6388213990102,541.5061954205692,1212.3915346984581,-688.0479093501882,0
-198.58483589166198,-344.1386831899647,-575.2004438366571,-292.71339719808316,-688.0533283777058,0
-243.24234998797286,1037.1827862173016,336.5772494366284,138.1178854628561,-687.9221083092955,0
-219.5159979813323,280.11409152972465,283.0423980063091,169.83024845260806,-687.9253746860135,0
-280.0411755154891,859.639859281704,478.979700886389,-80.93596616407672,-688.0187620102349,0
-247.1980865201762,840.3785185534525,714.2266433331253,-218.70115420503453,-687.9897035985399,1
-259.55879324952525,1282.6201634114168,-6.219003661139027,290.00026143052185,-687.9432699104825,0
-188.86792680057442,429.7355539037794,135.37122456406462,-172.92155276182035,-688.091206431367,0
-184.40965130440912,319.94345963500496,55.835179095389094,717.0209137068833,-688.0976184019971,0
-222.41327435419825,239.60673345141333,1087.335251887601,-659.7454265696545,-688.0976462858401,0
-271.45759121434395,1356.6037280563812,448.50875830452355,64.71559361982361,-687.8591427796146,0
-169.6899315905551,1216.2955016010146,152.56063207216977,32.158041554231545,-688.0618634503246,0
-247.12000733755346,138.1719172505974,739.9197112775594,989.4824001596768,-687.907501384671,0
-268.60169009662286,1148.2316561553325,1274.2546062057454,817.6339113320889,-688.0399569677719,0
-231.68696307301838,827.3782076487187,867.2845075796517,348.83753379888054,-688.1450660680861,0
-264.03619023929116,994.4279085004424,-253.19459995660964,426.8101413394493,-688.0799900881957,0
-281.01250489891856,1529.662357299648,22.09898919067774,424.023524077538,-688.0976543117159,0
-172.4761210216647,758.7840348572537,511.6482870966695,268.0332610926489,-687.9159676421535,0
-308.1768470249049,898.9291561261397,134.60347073213325,-470.0275419712466,-687.8867613571089,0
-264.1929745538267,1015.0185338946062,553.9105929868393,65.05638419815205,-687.8107433518561,0
-252.70114189829968,171.72644296672854,263.79720353115204,394.70427925713653,-687.9217366203214,0
-291.91764660088955,1336.772746754195,-417.4455808127062,649.2296558110359,-688.0642412039743,0
-259.44682415263276,1400.043407059608,523.7907180663447,519.8980943880835,-687.915113889123,0
-202.44098309891547,1398.9385970836372,237.1157293545902,447.31745264766664,-688.080185277774,0
-253.10216743320785,1284.7844319170736,530.9117107458098,373.7315747408603,-687.9791301446057,0
-208.36573634172822,863.7640682120901,231.26279242078442,547.4752935988679,-688.0708443273303,0
-232.0360823473928,413.15726707222973,1102.95129824189,94.21592995554607,-687.952332217984,0
-235.37020371575886,-2.382769008852506,138.69546284438314,609.4987063829267,-687.8959457351807,0
-240.2524291754355,269.3768580681917,756.7396140520985,479.09688852470873,-687.9591012022721,0
-204.81910041599684,581.327891798895,209.0590948728238,-784.0596148316522,-687.8919395952001,0
-239.0904720079171,113.7100628818589,-415.31161637425987,-147.35632811474323,-687.9016481779134,0
-262.24018918393574,524.488476274328,-39.07006291893566,-217.77422538678888,-688.1115131230634,0
-296.42586836047406,399.99917953487454,805.2995018513818,131.85936325862554,-688.0262467854814,0
-163.86754139251957,590.4774926364989,1047.5393408146256,837.6254942301526,-688.0835255030394,0
-248.13213756857277,659.0300337651779,164.52568534314355,416.68075445566853,-688.0106481825086,0
-269.6125715983575,822.6882029044988,277.2882494345263,-266.2220127600061,-687.9014751539513,0
-211.4011894899111,1062.3701432767027,275.7115581116781,-81.22850273669434,-688.0168617556931,0
-162.0715022173465,1340.6863717768404,43.932844331142746,262.3696279387218,-687.9906157095971,0
-228.91663695390804,1155.9886979513371,1005.7927105755433,-138.63743118640485,-687.9546598713282,0
-316.8215672100316,312.52487356104655,906.038301902398,-178.18591454778175,-688.0274259437131,0
-251.23175852766863,1226.8356397140365,-66.42551429423577,-1177.5394896473015,-688.0296816517205,0
-205.4802819456012,1062.1436670861033,1125.925285516414,-249.72991320123458,-688.0888685067409,0
-233.48655362527145,1013.848685318617,616.7650438114388,565.833747850756,-687.9302710135584,0
-235.63225117801562,1236.3183032879851,715.1961997163228,535.9925850790919,-687.8851147610209,0
-193.19122688554705,597.3651873496187,704.2689373281828,51.04594348949854,-688.0268603854188,0
-276.9081698829561,1133.252212969556,673.1141610158095,355.4724694165227,-687.9800874841304,1
-250.79106215143656,1284.4415650222754,-280.70864620183977,207.05015106251025,-687.9557971075672,1
-222.52812547666485,269.0092602784739,1211.5547563815128,281.6971176952577,-687.9422060918604,0
-266.04755165722634,1153.4235392821527,487.96490876436286,674.8429444765584,-688.0736402060157,0
-244.30353344050204,1092.7646015022922,370.8016864412647,37.48129574079937,-687.9906482014783,0
-244.3377012239325,53.69346559778478,946.495364154423,7.673574721043138,-687.9528848652647,0
-237.0838733219723,655.1557791204738,398.4686801233125,-606.5660732053136,-687.9063831642204,0
-210.21253673155925,104.72984888921178,260.7414452746801,-288.4591659488277,-687.976395999638,0
-226.47300419545198,1363.8570439910852,1024.9144783362322,714.9580482594572,-687.9798334865835,0
-294.1480223605542,847.7576565074215,780.6216347745968,-287.42842226115766,-687.8349737549573,0
-217.07882133162528,804.6782121082524,108.55191841719113,-66.97374242529747,-687.9570090443469,0
-259.56582426405413,1346.6180548275365,292.49996947149634,396.9810301283636,-687.9649448470095,0
-240.75606780186172,793.6764830924635,817.845654247619,482.7072165952093,-687.9273281800995,0
-228.02287076671365,459.1121578834344,625.6107650772992,690.7290464250075,-687.9249061785059,0
-289.76695621307493,878.1193435534226,651.4768527926637,-101.8421260443277,-688.0672363014187,0
-262.8333226703798,554.4430154700399,456.8433679278258,-431.25905074533785,-687.9192661093541,0
-274.8376882101914,1367.8116718508234,325.5384637246217,187.28875480853762,-687.9760339219897,0
-276.85613463638947,2059.376560029104,216.05479461916883,601.5894361835544,-688.0468724274887,0
-236.8943283045108,1125.71921089437,451.8993950737454,-28.21955630160167,-687.9829813900074,0
-266.1195289159587,2026.4718956035856,452.6863389004005,404.6385314563697,-687.8256254022311,0
-283.9477463331869,919.0676339554723,329.39481778211626,163.2938421942257,-687.9764938511007,0
-278.5038199979747,992.9534350854451,-67.32850508523836,587.9077432741851,-687.9147562433994,0
-269.51811312543504,693.0106198743418,601.7431647969361,-118.09397147961437,-687.8232896222185,0
-237.42973215706564,1085.6222955352841,804.7104238014516,-31.560532136981237,-687.8789212260054,0
-246.60306071226648,1346.450712660398,365.0113203386453,717.618015120558,-687.9318362496624,0
-168.66223457056975,728.3548142552419,566.2625816681825,-210.13696968293652,-688.0034479199716,0
-227.60179571688488,1430.3732301811797,1946.493059483165,159.1503000017342,-688.0345286623015,0
-222.5273154810256,373.18525088788135,746.1265776361772,-1.064944824546103,-687.9464371598068,0
-209.7988156075245,849.5641092925632,930.4274257871189,542.1987842364833,-688.1061769798921,0
-284.9006143946815,169.92108032276826,1464.8564348878735,155.68906624796824,-687.8256866439573,0
-312.46486434533784,633.1595795032792,864.2370045057947,268.12719089820257,-687.921716245583,0
-298.175127086581,1546.2856375285887,852.495931501453,355.95177056325116,-688.0154759266121,0
-238.71590789289814,764.9026949540144,-361.25772139606727,177.40085500417348,-687.9747793136116,0
-210.87841504001435,-145.11549821258632,581.5877980501601,-259.1114859690308,-687.9381552978234,1
-236.81334628409152,860.7528991967008,867.6344460283506,-294.7380670363216,-687.8774814800062,0
-277.60687777803486,172.68832439617984,327.78989837290624,-630.2323146547858,-687.9431607676404,0
-260.6907734564617,1479.2537575520978,788.4499888763066,-352.49637899237234,-688.0272319324532,0
-231.29619750657048,1298.1772068620926,1075.2383410662478,677.0261441628762,-687.9696077625157,0
-237.25146498709339,1509.7221360855701,312.33365265483656,347.3019362809836,-687.9878721621969,0
-271.6847034046565,924.0908762287676,120.21615795301591,145.60752973254986,-688.0423575339057,0
-258.0805496017034,1111.4423381952636,169.6061155194135,200.98704239184522,-687.9519968853903,0
-233.86396317035556,838.8634759134545,1006.9210545567108,-632.5079391453089,-687.7366628883974,0
-283.75233006435144,1090.3654448388813,-5.246071480112164,451.7912252084932,-687.9414374817432,0
-275.444809076061,1404.0333174076661,382.00744382184985,413.4573551239117,-688.0332933586582,0
-252.08390084482764,1839.7696733102694,945.470648179873,318.82159650377054,-687.9972629837466,0
-248.37577842559705,993.9631083125779,688.6021010826819,-227.94443652871894,-687.9112859996038,0
-291.9859460607706,1665.403260958321,78.1737224143726,314.4797834200347,-687.885374713041,0
-260.43183177171386,1060.956327608826,1181.578658217833,420.24592859190113,-687.9353599607198,0
-314.41842682559866,464.09869833263457,987.4479474478139,422.4370185349432,-687.9072032320527,0
-226.97199022700627,1505.5152248807267,333.28792114524936,244.9122701430073,-688.0418742552555,0
-299.087753032469,131.54550841956836,21.406134122888147,810.5507722438336,-688.0821994255382,0
-262.35987199358715,295.75478192417495,163.50090212113093,264.34294361484183,-688.0165921128921,0
-209.8508737002445,1619.9019258929616,-660.5599804051546,-72.45263469856798,-687.9581682064231,1
-208.47701115999033,688.6730429208847,454.02018599990504,-259.57605456497447,-688.0806657446547,0
-196.44398290405394,47.084272597482595,1628.2973878335881,483.7386403515264,-687.9103960792129,0
-229.23065461742,783.0775614217404,660.030148473244,122.70619719707467,-687.9201608522364,0
-252.18938956914351,456.31156818560027,28.70157549193391,-191.4527969724046,-687.8880095778009,0
-274.1909963890253,5.851893432602537,662.407216547212,795.5239812408818,-687.9032313781439,0
-273.6587062580161,158.209491874714,396.8538319440552,134.42641971845592,-688.0372977533764,0
-230.15145976605953,1766.337858934445,575.1292423519517,260.70216430928235,-688.0348375836729,0
-198.2519461559939,866.2331444149689,174.50625602572597,222.47273063838946,-687.9264023098317,0
-245.67280767427027,1466.3578086690598,655.9736598962405,85.16509461855345,-687.9318479005169,0
-232.0887059797393,294.24165947145605,1038.6977477546652,78.46532941540012,-687.9839048759021,0
-222.60080139865659,1251.380327769653,113.5720441897688,514.4485688883994,-688.0058448649753,0
-182.34102294906555,513.5252486846982,583.726614475758,-111.56583767133998,-687.7916856030413,0
-297.57257464948106,1147.0257534506748,96.53267638391196,57.45086208452716,-687.9278199739434,0
-204.7658268422258,1661.7830733518715,-304.4860963903469,303.07385366866487,-687.8504129974646,0
-314.4382342969438,1048.6772257426783,462.94598491271825,361.05347868994613,-688.022146896474,0
-305.02747159100267,5.381992025389081,952.1798603538596,633.3963855535167,-687.9394278746993,0
-271.0515292147,141.2383959592172,745.660614875321,-237.47091578434913,-688.0174526109505,0
-273.0270501665843,808.908526564269,84.4676600184876,210.5325770758292,-688.0105672174134,0
-224.48538491529126,1384.3502254107325,518.2592216370291,380.04599378708576,-687.7997528788111,0
-295.1145547410263,323.7059574237271,811.4868340112462,966.1661418675461,-687.9827641376471,0
-185.8363141898696,946.5955239327163,123.54424260327067,-193.98858599231005,-687.9142865656737,1
-285.40408242911656,939.4964585767257,1255.7203963148536,76.1442682863463,-687.8616078102698,0
-296.695259787967,651.3602215636856,-239.58412948464513,226.14936520277436,-687.9026931228005,0
-248.08600100437408,1476.1452335530385,89.39826330824667,286.3232756702477,-688.0033071874444,0
-237.28836436386533,1137.3647719588928,755.1858636148403,-225.54840924577462,-688.0311839101524,0
-277.4639910513852,789.5434170557317,507.5810857260251,476.9993496871247,-688.0279791971831,0
-311.26132722379174,1911.119632236804,-101.73862670340247,527.6496951078309,-687.9603131699504,0
-241.4481865029873,900.702398377971,271.5669426492482,380.57761869434995,-687.9964678251431,0
-206.96243272276604,1167.670802001313,763.7849402635559,-2.9874575139901367,-687.980906302006,0
-295.6915635965583,736.0855662689751,-54.30007455533632,715.9552554473195,-687.958830450429,1
-244.49381229243753,795.976149558824,562.7773446485137,1170.8990013803123,-687.9858145161729,0
-275.43348329173733,1149.5223600108852,-798.8714331784286,222.57874111584457,-687.9913219352811,0
-288.31952097650174,1139.2483904741273,490.9820928457065,-514.6019126501475,-688.0124687134197,0
-359.777166260743,1038.7879225024803,605.6375928428881,-116.0150151877495,-687.9211581506879,0
-299.2564525096981,448.73852531029775,672.5831158140913,-74.69392966965933,-687.9675404856895,0
-272.16339405195583,708.9597207943506,280.37577564531443,-81.83915299278323,-687.9394460064754,1
-274.58605265045725,908.7758396666626,99.62204293561007,-408.7032064628428,-687.8925084199756,0
-232.0928561943029,1973.384572419457,-57.99853637631679,114.78135968434344,-687.9726075971538,0
-213.63095493474773,663.9131725205878,-121.53304346511459,674.3797746302932,-687.9870849193768,0
-217.8041562295237,1258.4214556727222,449.0426466716604,128.46621131945625,-687.9928495131705,0
-251.49238323951724,1305.6811054613445,65.76779309302208,240.3090213865092,-688.0487963356812,0
-288.38709694835325,886.9376344366137,-516.0911205241017,1011.2003100530656,-688.0545235131481,0
-252.43067700344557,1448.5897786646592,32.53521424756275,-712.2066460112943,-687.9969571075196,0
-283.89127666002474,-164.76235449604997,606.4328299089091,279.1152939898881,-687.8748185933879,0
-293.16296051547727,152.43690696851957,260.6263420995191,162.4232177647212,-687.8918224721534,0
-197.75620520875265,1470.2573562919606,602.2597170691429,513.1046964638697,-688.0120042444898,0
-244.57303715755353,343.4609589321558,495.3305820662466,232.3308086816225,-687.8302035786619,0
-259.5500044401924,943.6022103490026,582.4685914788311,17.6711793518742,-688.0244698779328,0
-201.96825498261774,441.99376461965943,-199.97115222082368,466.00947519845084,-687.8736267822944,1
-267.9331519615118,697.1931092681975,605.2596466762061,-82.2720213606172,-688.0228708678405,0
-217.7683859751987,1185.7921819743626,1119.56732678186,-297.43301002856185,-688.0013829441735,0
-240.32225430846455,467.89317346256377,784.8316022001336,681.022492711901,-688.0076077456192,0
-249.46525262517073,1583.2005159644073,1363.623671132306,491.8949578440094,-687.9170555189354,0
-283.0966377526538,1069.672451846052,742.398304010308,114.22456507473628,-688.0084863674615,1
-299.21118943237695,87.52361810843956,-509.95387303776727,426.1862923248687,-687.9513538458588,0
-269.15434626319217,746.1835665389351,569.223154388052,132.3175351985763,-688.0658729232814,0
-216.50927010109893,1043.872976571491,596.9371235297338,528.1390699161043,-688.0253280576267,0
-205.17487063013314,835.8363788501428,908.2873237882457,487.411037464922,-688.042653552697,0
-231.96571379740527,1054.2467270737916,479.1437123699812,160.0418359820964,-687.9693284879853,0
-220.28993054341927,1172.1060598186343,479.2273087556425,-391.9707939827532,-687.9246723432118,0
-223.64715026354764,1978.8776540112149,1001.7044151753269,-552.8233151834603,-687.9566840757859,0
-182.65000188398045,1193.4818090107683,628.313963809414,552.8909876269594,-688.0106103005593,0
-232.90080487621654,784.1162474428197,454.17614071757293,524.5415007171217,-688.0340284723494,0
-202.37638861303034,703.3950774263585,594.3193001980133,-355.8583159860947,-687.9073285801503,0
-196.40179910451536,660.3846149386454,-91.12380963198746,307.1152453433382,-687.8507733449679,0
-305.56408432818256,383.264179153191,236.89310446705326,-126.70398778470837,-688.0256004644882,0
-329.84605381392265,1177.3267438551327,633.3481350576271,-473.69770333682607,-687.8505898135012,0
-187.56028799974155,549.7250318999673,1047.2621791113106,-29.006788925272815,-687.9487824373236,0
-282.4191921992156,1938.5233447564804,315.97926995786185,247.26204271284473,-688.0156549943947,0
-180.76776844379307,1785.0672102969838,1279.452474254277,575.0935870903322,-688.0107958509273,0
-219.7185329509352,898.1299588116773,1120.1921944941234,638.0780730932661,-688.0126792494067,0
-215.1967124360777,1220.874858038557,-922.7935478339082,513.6724379556629,-687.995945234469,0
-284.3142306638797,506.46845535981,396.3664358067947,386.931809770442,-688.0677896260029,0
-243.7644984368764,1171.5662849463993,1394.890775457622,-227.9561521053751,-687.9896213141454,0
-241.05782417848184,1438.8436982822072,311.87594303690383,670.7586057345814,-688.111796603212,0
-298.15778839861105,1064.724069093541,-241.42436542112455,-266.57762276038164,-688.0033308522925,0
-221.8446374281511,13.410640145106868,549.1370647040069,605.3190229547176,-687.9777198931123,0
-264.8207772866795,1089.6072710119247,367.93235726209053,746.539203280483,-688.048240888037,0
-252.86620301715737,997.7664740079432,274.76085769958115,-936.7876912506497,-687.9751005366651,1
-216.99257093918322,1265.8736314873577,641.3771247079092,-236.3187834304922,-687.9323005707079,0
-272.53232849045145,1066.9903187527698,524.7403893236676,-188.3335838869083,-688.0313924209029,0
-237.53915501855528,797.86529860007,43.84716829424741,-167.18424624845414,-687.9860985001988,0
-191.81872747992665,655.0280797216258,456.9781144940158,237.46462149075825,-688.0497501118422,0
-317.35998005715356,420.57822780071774,587.5265725259612,231.81115490915272,-687.9086698513145,0
-247.2733102756739,850.1187268984469,161.9817461602479,546.7206322267705,-688.0334488206719,0
